data,hora,natureza_acidente,situacao,bairro,endereco,,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3,_id,Protocolo
2019-10-24,19:06:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,4,5673,RUA OSCAR DE BARROS,ENF. A MADEREIRA POLIDA E ACADEMIA DA CIDADE.,AV NORTE,5673,ENF. A MADEREIRA POLIDA E ACADEMIA DA CIDADE.,CASA AMARELA,ATROPELAMENTO,MOTO X PEDESTRE,,1,,,1,,,,,2,,,CIDADE,Longo da via,Bom,Não existe,,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa seccionada,Canteiro central,,,
2019-10-25,08:57:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,4,2723,,E/F AO HOSPITAL AGAMENON MAGALHAES,EST DO ARRAIAL,2723,E/F AO HOSPITAL AGAMENON MAGALHAES,CASA AMARELA,COLISÃO COM CICLISTA,COLISÃO C/VTIMA ENTRE ONIBUS E CICLISTA,,,,1,,1,,,,1,,295,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,,,
2019-10-25,13:22:00,COM VÍTIMA,FINALIZADA,ILHA JOANA BEZERRA,AV BEIRA RIO,0,,,PRÓXIMO A ACADEMIA DA CIDADE,AV BEIRA RIO,,PRÓXIMO A ACADEMIA DA CIDADE,ILHA JOANA BEZERRA,COLISÃO FRONTAL,,1,1,,,,,,,,1,,,,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,,,
2019-10-25,20:10:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA SAO CAETANO,0,,RUA PROFESSOR FRANCISCO DA TRINDADE,PROX AO CLUBE DAS PAZ,RUA SAO CAETANO,,PROX AO CLUBE DAS PAZ,CAMPO GRANDE,ABALROAMENTO TRANSVERSAL,MOTO X FIAT UNO,1,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Faixa contínua,Faixa seccionada,,,
2019-10-26,13:55:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA MARQUES DE BAIPENDI,2,82,,PROX A PRAÇA DO HIPODROMO,RUA MARQUES DE BAIPENDI,82,PROX A PRAÇA DO HIPODROMO,CAMPO GRANDE,ABALROAMENTO TRANSVERSAL,COLISAO ENTRE TAXI E MOTO COM UMA VITIMA,1,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-26,20:48:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA DES OSCAR COUTINHO,0,,RUA LEAL DE BARROS,PROX A PADARIA PURA MASSA,RUA DES OSCAR COUTINHO,,PROX A PADARIA PURA MASSA,IPUTINGA,ABALROAMENTO TRANSVERSAL,COLISAO COM VITIMAS,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,,Não há placas,30 km/h,Dupla,Não existe,,,,
2019-10-26,22:32:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,0,,RUA MARIA CAROLINA,CRUZAMENTO MESMO,AV CONSELHEIRO AGUIAR,,CRUZAMENTO MESMO,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,COLISAO COM VITIMAS,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,,Única,Faixa seccionada,,,,
2019-10-27,12:00:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,RUA MARQUES DO PARANA,EM FRENTE A NISSAN. PROIMO À ESCOLA DE FREVO,AV NORTE,,EM FRENTE A NISSAN. PROIMO À ESCOLA DE FREVO,ESPINHEIRO,ABALROAMENTO TRANSVERSAL,COM UMA VITIMA  SAMU NO LOCAL,1,1,,,,,,,,1,,56,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-4b,,Dupla,Canteiro central,,,,
2019-10-27,13:43:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,0,,RUA MINISTRO NELSON HUNGRIA,,RUA PADRE BERNADINO PESSOA,,,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,COM TRÊS VITIMAS  AS DUAS VÍTIMAS DA MOTO SOCORRIDAS POR ORGÃO OFICIAL E O CONDUTOR DO AUTO SOCORRIDO POR MEIOS PRÓPRIOS,1,1,,,,,,,,3,,,,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,40 km/h,Única,Não existe,,,,
2019-10-27,15:20:00,COM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA NOVA DESCOBERTA,4,1838,,,RUA NOVA DESCOBERTA,1838,,NOVA DESCOBERTA,ABALROAMENTO LONGITUDINAL,COLISAO COM VITIMAS,,2,,,,,,,,3,,,SUBURBIO,Longo da via,,Não existe,Ilegível,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,Faixa seccionada,,,
2019-10-27,16:55:00,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,4,2203,,EM FRENTE AO COLEGIO IMACULADA,AV DR JOSE RUFINO,2203,EM FRENTE AO COLEGIO IMACULADA,BARRO,COLISÃO FRONTAL,COM DUAS VITIMAS  BOMBEIROS NO LOCAL/VT 15 CTTU NO LOCAL,1,1,,,,,,,,2,,,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de retenção,Outras,40 km/h,Dupla,Faixa contínua,,,,
2019-10-28,11:18:00,COM VÍTIMA,FINALIZADA,PRADO,EST DO BONGI,2,97,RUA COSME VIANA,EM FRENTE A IGREJA BATISTA DOS REMEDIOS,EST DO BONGI,97,EM FRENTE A IGREJA BATISTA DOS REMEDIOS,PRADO,COLISÃO COM CICLISTA,COM UMA VITIMA SENDO SOCORRIDA PELO SAMU,1,,,1,,,,,,1,,100,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,R-4b,,Dupla,Não existe,,,,
2019-10-28,12:48:00,COM VÍTIMA,FINALIZADA,PINA,AV CONSELHEIRO AGUIAR,4,1212,,E/F A CASA DESIGNER,AV CONSELHEIRO AGUIAR,1212,E/F A CASA DESIGNER,PINA,ABALROAMENTO TRANSVERSAL,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,1,1,,,,,,,,1,,,CIDADE,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,,,
2019-10-28,12:53:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOSE OSORIO,0,,,EM FRENTE A AVS MULTIMARCAS,RUA JOSE OSORIO,,EM FRENTE A AVS MULTIMARCAS,MADALENA,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,2,,489,,,,,,,,,,,,,,,,
2019-10-28,13:41:00,COM VÍTIMA,FINALIZADA,AREIAS,AV DR JOSE RUFINO,0,,RUA IPOJUCA,E/F AO POSTO SHELL. IGREJA PRESBITERIANA DE AREIAS,AV DR JOSE RUFINO,,E/F AO POSTO SHELL. IGREJA PRESBITERIANA DE AREIAS,AREIAS,ABALROAMENTO LONGITUDINAL,MOTO X AUTO PASSEIO COM VÍTIMA,1,1,,,,,,,,1,,44,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Faixa contínua,,,,
2019-10-28,14:33:00,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,0,,,PROXIMO AO POSTO IMPERIO E AO PARK SOCIETY DO BARRO,AV DR JOSE RUFINO,,PROXIMO AO POSTO IMPERIO E AO PARK SOCIETY DO BARRO,BARRO,ABALROAMENTO LONGITUDINAL,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,,Dupla,,,,,
2019-10-28,17:27:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,0,,,PROX AO BODE DO NÓ,RUA SAO MIGUEL,,PROX AO BODE DO NÓ,AFOGADOS,COLISÃO TRASEIRA,DOIS AUTOS E MOTO COM VÍTIMA,2,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,,,,
2019-10-28,17:57:00,COM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,3,330,,PROX A ILHA DO RETIRO/ E/F AO EDF MARIA AMELIA,AV BEIRA RIO,330,PROX A ILHA DO RETIRO/ E/F AO EDF MARIA AMELIA,MADALENA,COLISÃO,MOTO X AUTO PASSEIO COM VÍTIMA,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,,Dupla,Faixa seccionada,,,,
2019-10-28,21:55:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,4,4330,,DEPOIS DA PIZZARIA HAGE E ACADEMIA H 5 FIT,AV BEBERIBE,4330,DEPOIS DA PIZZARIA HAGE E ACADEMIA H 5 FIT,BEBERIBE,ACID. DE PERCURSO,ACIDENTE DE PERCURSO COM BURACO NA VIA,,1,,,,,,,1,1,,,SUBURBIO,Longo da via,Bom,Não existe,Incompleta,Seca,Mal conservada,Não existe,Não há placas,,,,,,,
2019-10-29,08:09:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BALTAZAR PEREIRA,4,1205,AV CONSELHEIRO AGUIAR,E/F A CASA DESING,RUA BALTAZAR PEREIRA,1205,E/F A CASA DESING,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,COLISÃO C/VITIMA ENTRE UMA MOTO E AUTO,1,1,,,,,,,,1,,,CIDADE,Esquina,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Única,Faixa contínua,,,,
2019-10-29,08:27:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,,LADO OPOSTO AO Nº 5916 - SUPERMERCADO MAIS VOCÊ,AV NORTE,,LADO OPOSTO AO Nº 5916 - SUPERMERCADO MAIS VOCÊ,CASA AMARELA,ABALROAMENTO LONGITUDINAL,DUAS MOTOS,,2,,,,,,,,1,,,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Canteiro central,,,,
2019-10-29,09:05:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,RUA FERNANDO CESAR,3,255,RUA AMARO COUTINHO,E/F DORNAS COMEDORIA,RUA FERNANDO CESAR,255,E/F DORNAS COMEDORIA,ENCRUZILHADA,ABALROAMENTO TRANSVERSAL,COLISÃO C/VITIMA ENTRE UMA MOTO E UM AUTO,1,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,30 km/h,Única,Faixa seccionada,,,,
2019-10-29,10:24:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA WALDEMAR NERY CARNEIRO MONTEIRO,0,,RUA BISPO CARDOSO AYRES,EM FRENTE A CLINICA DE VETERINARIO VET CENTER,RUA WALDEMAR NERY CARNEIRO MONTEIRO,,EM FRENTE A CLINICA DE VETERINARIO VET CENTER,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,COLISÃO COM VITIMA A ESPERA DO SAMU,2,,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,,Dupla,Faixa seccionada,,,,
2019-10-29,14:18:00,COM VÍTIMA,FINALIZADA,TORRE,AV BEIRA RIO,0,,RUA CONDE DE IRAJA,NO SEMÁFORO 630,AV BEIRA RIO,,NO SEMÁFORO 630,TORRE,COLISÃO COM CICLISTA,COLISÃO COM VÍTIMA,,1,,1,,,,,,1,,630,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,,Única,Faixa contínua,Canteiro central,,,
2019-10-29,18:35:00,COM VÍTIMA,FINALIZADA,CASA AMARELA,EST DO ARRAIAL,4,4638,,ENF AO RESTAURANTE ENCANTO NORDESTINO,EST DO ARRAIAL,4638,ENF AO RESTAURANTE ENCANTO NORDESTINO,CASA AMARELA,ABALROAMENTO LONGITUDINAL,ONIX X XRE 300,1,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa seccionada,,,,
2019-10-29,20:17:00,COM VÍTIMA,FINALIZADA,SAO JOSE,AV SUL GOV. CID SAMPAIO,0,,,AO LADO DAS CINCO PONTAS,AV SUL,,AO LADO DAS CINCO PONTAS,SÃO JOSÉ,CHOQUE OBJETO FIXO,ONIBUS DA VERA CRUZ COLIDIU COM TRES POSTES,,,,,,1,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Dupla,Canteiro central,,,,
2019-10-30,07:33:00,COM VÍTIMA,FINALIZADA,MADALENA,AV JOSE GONCALVES DE MEDEIROS,3,118,RUA SENADOR FABIO DE BARROS,EM FRENTE AO EXTRA SUPERMERCADOS,AV JOSE GONCALVES DE MEDEIROS,118,EM FRENTE AO EXTRA SUPERMERCADOS,MADALENA,ABALROAMENTO LONGITUDINAL,COM UMA VITIMA  SAMU NO LOCAL,1,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Ilegível,Seca,Mal conservada,Não existe,R-6a,,Dupla,Faixa contínua,,,,
2019-10-30,08:43:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,2,75,AV GOVERNADOR CARLOS DE LIMA CAVALCANTI,EM FRENTE A MAC DONALDS,AV GOVERNADOR AGAMENON MAGALHAES,75,EM FRENTE A MAC DONALDS,DERBY,ATROPELAMENTO,ATROPELAMENTO COM DUAS VITIMAS  CONDUTOR E PEDESTRE/GM NO LOCAL,,1,,,1,,,,,1,,,CIDADE,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Placas Dê a preferência,60 km/h,Dupla,Canteiro central,,,,
2019-10-30,17:35:00,COM VÍTIMA,FINALIZADA,ARRUDA,AV PROFESSOR JOSE DOS ANJOS,0,,AV BEBERIBE,AO LADO DO BOMPREÇO DO ARRUDA VT 29,AV PROFESSOR JOSE DOS ANJOS,,AO LADO DO BOMPREÇO DO ARRUDA VT 29,ARRUDA,COLISÃO TRASEIRA,COLISAO ENTRE TRES AUTOS S/V,3,,,,,,,,,1,,131,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Dupla,Faixa contínua,,,,
2019-10-30,19:34:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL GOV. CID SAMPAIO,3,S/N,RUA ANTONIO MACARIO,POR TRAS DA CAIXA ECONOMICA FEDERAL EM UM POSTO DE GASOLINA DESATIVADO,AV SUL,S/N,POR TRAS DA CAIXA ECONOMICA FEDERAL EM UM POSTO DE GASOLINA DESATIVADO,AFOGADOS,ABALROAMENTO LONGITUDINAL,HB 20 PRATA X MOTO BMW,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Outras,,Única,Faixa seccionada,,,,
2019-10-31,06:56:00,COM VÍTIMA,FINALIZADA,BOA VISTA,PRC CHORA MENINO,2,89,,E/F A PADARIA TRIUNFO,PRC CHORA MENINO,89,E/F A PADARIA TRIUNFO,BOA VISTA,ABALROAMENTO LONGITUDINAL,COLISÃO C/VITIMA ENTRE UMA MOTO E DOIS CARROS,2,1,,,,,,,,1,,,SUBURBIO,Longo da via,Bom,Sem defeito,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,,,,,,
2019-10-31,06:57:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA LEAL DE BARROS,3,404,RUA PEREIRA COUTINHO FILHO,EM FRENTE A PADARIA NOSSA MASSA,RUA LEAL DE BARROS,404,EM FRENTE A PADARIA NOSSA MASSA,IPUTINGA,ABALROAMENTO TRANSVERSAL,AUTO E MOTO,1,1,,,,,,,,1,,,,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-10-31,08:52:00,COM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,0,,AV ENGENHEIRO ABDIAS DE CARVALHO,EM FRETEN AO RESTAURANTE YOKI GALETOS,EST DO FORTE DO ARRAIAL N. DO B. JESUS,,EM FRETEN AO RESTAURANTE YOKI GALETOS,ENGENHO DO MEIO,ABALROAMENTO LONGITUDINAL,COLISÃO ENVOLVENDO UMA MOTOCICLETA E UMA AMBULÂNCIA,1,1,,,,,,,,2,,,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,,,
2019-10-31,12:52:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,0,,AV INACIO MONTEIRO,PROXIMO AO ANTIGO PERNAMBUCO DA SORTE,AV CAXANGA,,PROXIMO AO ANTIGO PERNAMBUCO DA SORTE,CORDEIRO,ABALROAMENTO TRANSVERSAL,VIATURA Nº 24 NO LOCAL.,1,1,,,,,,,,1,,234,CIDADE,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Canteiro central,,,,
2019-10-31,23:44:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA BENFICA,0,,AV VISCONDE DE ALBUQUERQUE,ENF. AO BOMPREÇO,RUA BENFICA,,ENF. AO BOMPREÇO,MADALENA,ABALROAMENTO TRANSVERSAL,ONIBUS BRT X AUTO,1,,,,,1,,,,1,,51,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa contínua,,,,
2019-11-01,04:32:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,4,1360,RUA FREI LEANDRO,,AV CONSELHEIRO AGUIAR,1360,,BOA VIAGEM,CHOQUE OBJETO FIXO,AUTO CHOCOU-SE CONTRA POSTE SEMAFORICO DERRUBANDO O POSTE SEMAFORICO,1,,,,,,,,,1,,240,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,,Única,Faixa seccionada,,,,
2019-11-01,07:07:00,COM VÍTIMA,FINALIZADA,JARDIM SAO PAULO,RUA LORENA,3,175,RUA LEANDRO BARRETO,EM FRENTE A BORRACHARIA,RUA LORENA,175,EM FRENTE A BORRACHARIA,JARDIM SÃO PAULO,ABALROAMENTO TRANSVERSAL,COM UMA VITIMA SORRIDA PELO SAMU/LOCAL DESCARACTERIZADO UM DOS VEÍCULO JÁ ESTA SOBRE UM REBOQUE,2,,,,,,,,,1,,,CIDADE,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,,Outras,,Dupla,Não existe,,,,
2019-11-01,08:07:00,COM VÍTIMA,FINALIZADA,CIDADE UNIVERSITARIA,AV DA ENGENHARIA,0,,,EM FRENTE A FACULDADE DE MEDICINA,AV DA ENGENHARIA,,EM FRENTE A FACULDADE DE MEDICINA,CIDADE UNIVERSITÁRIA,ABALROAMENTO LONGITUDINAL,AUTO E MOTO,1,1,,,,,,,,2,,,SUBURBIO,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,,,
2019-11-01,07:45:00,COM VÍTIMA,FINALIZADA,ALTO JOSE DO PINHO,AV NORTE MIGUEL ARRAES DE ALENCAR,3,S/N,,10 METROS ANTES DO PALÁCIO DO PÃO (ENTRADA DO ALTO JOSÉ DO PINHO),AV NORTE,S/N,10 METROS ANTES DO PALÁCIO DO PÃO (ENTRADA DO ALTO JOSÉ DO PINHO),ALTO JOSÉ DO PINHO,COLISÃO TRASEIRA,COLISÃO C/VITIMA ENTRE UM AUTO E UMA MOTO,1,1,,,,,,,,1,,96,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Canteiro central,,,,
2019-11-01,12:39:00,COM VÍTIMA,FINALIZADA,CAMPO GRANDE,RUA VISCONDE DE CAIRU,3,66B,RUA HAMILTON RIBEIRO,PROX AO CLUBE DAS PAS,RUA VISCONDE DE CAIRU,66B,PROX AO CLUBE DAS PAS,CAMPO GRANDE,ABALROAMENTO LONGITUDINAL,,1,1,,,,,,,,1,,,SUBURBIO,Esquina,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Outras,,Dupla,Não existe,,,,
2019-11-01,16:43:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CELSO FURTADO,0,,,PROXIMO CIA DO FUTEBOL SOCYET  PROXIMO ANTONIO FALCÃO  SENTIDO BOA VIAGEM,AVENIDA CELSO FURTADO (VIA MANGUE),,PROXIMO CIA DO FUTEBOL SOCYET  PROXIMO ANTONIO FALCÃO  SENTIDO BOA VIAGEM,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,COLISAO ENTRE UM CAMINHAO BAU E UMA MOTO,,1,,,,,1,,,1,,,SUBURBIO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,,,
2019-11-01,16:48:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,0,,RUA JOSE OSORIO,NO SEMAFORO 489,AV CAXANGA,,NO SEMAFORO 489,MADALENA,ABALROAMENTO LONGITUDINAL,COLISAO ENTRE AUTO E MOTO COM DUAS VITIMAS,1,1,,,,,,,,2,,489,,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Canteiro central,,,,
2019-11-01,18:49:00,COM VÍTIMA,FINALIZADA,CORDEIRO,EST DO FORTE DO ARRAIAL N. DO B. JESUS,3,555,RUA ADELINO FRUTUOSO,ESQUINA COM O RESTAURANTE CHARQUE GOURMET,EST DO FORTE DO ARRAIAL N. DO B. JESUS,555,ESQUINA COM O RESTAURANTE CHARQUE GOURMET,CORDEIRO,ABALROAMENTO TRANSVERSAL,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Incompleta,Seca,Perfeito estado,,Não há placas,40 km/h,Dupla,Faixa contínua,,,,
2019-11-02,09:27:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,AV FLOR DE SANTANA,3,153,,PROX. A BURGUER KING / EM FRENTE AO EDF TATIANE,AV FLOR DE SANTANA,153,PROX. A BURGUER KING / EM FRENTE AO EDF TATIANE,PARNAMIRIM,ABALROAMENTO LONGITUDINAL,DOIS AUTO E PEDESTRE,2,,,,1,,,,,1,,,SUBURBIO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-11-02,10:42:00,COM VÍTIMA,FINALIZADA,IBURA,AV ENGENHO MURIBARA,3,232,AV ENGENHO BABILONIA,EM FRENTE A PADARIA TRIGO DE OURO,AV ENGENHO MURIBARA,232,EM FRENTE A PADARIA TRIGO DE OURO,IBURA,ABALROAMENTO LONGITUDINAL,COLISÃO COM VITIMA SOCORRIDA PELO SAMU,1,1,,,,,,,,1,,,SUBURBIO,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,30 km/h,Única,Faixa seccionada,,,,
2019-11-02,13:35:00,COM VÍTIMA,FINALIZADA,CAXANGA,RUA RIBEIRO PESSOA,0,,AV CAXANGA,,RUA RIBEIRO PESSOA,,,CAXANGÁ,ABALROAMENTO TRANSVERSAL,COM VÍTIMA,1,1,,,,,,,,1,,281,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,Canteiro central,,,,
2019-11-02,19:56:00,COM VÍTIMA,FINALIZADA,MADALENA,EST DOS REMEDIOS,0,,AV JOSE GONCALVES DE MEDEIROS,E/F A POLICLINICA LESSA ANDRADA,EST DOS REMEDIOS,,E/F A POLICLINICA LESSA ANDRADA,MADALENA,ABALROAMENTO TRANSVERSAL,ENTRE AUTO PASSEIO X MOTO COM VÍTIMA,1,1,,,,,,,,1,,353,,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,,,
2019-11-03,00:22:00,COM VÍTIMA,FINALIZADA,CASA FORTE,EST DO ENCANAMENTO,3,200,EST DAS UBAIAS,,EST DO ENCANAMENTO,200,,CASA FORTE,ABALROAMENTO TRANSVERSAL,COLISÃO ENTRE DOIS AUTOS C/V,2,,,,,,,,,1,,593,SUBURBIO,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Faixa contínua,,,,
2019-11-03,11:03:00,COM VÍTIMA,FINALIZADA,TEJIPIO,AV DR JOSE RUFINO,4,3131,,SEMAFORO 208 EM FRENTE AO 4*DECONN,AV DR JOSE RUFINO,3131,SEMAFORO 208 EM FRENTE AO 4*DECONN,TEJIPIÓ,COLISÃO FRONTAL,COLISÃO COM VITIMAS,1,1,,,,,,,,2,,208,CIDADE,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h,Dupla,Faixa contínua,,,,
2019-11-03,11:03:00,COM VÍTIMA,FINALIZADA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,0,,RUA CAPITAO ADOLFO TAQUIS,EM FRENTE A ACADEMIA DA CIDADE,AV MANOEL GONCALVES DA LUZ,,EM FRENTE A ACADEMIA DA CIDADE,MUSTARDINHA,COLISÃO FRONTAL,MOTO E AUTO,1,1,,,,,,,,1,,,CIDADE,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,,,
2019-11-03,18:13:00,COM VÍTIMA,FINALIZADA,CABANGA,RUA CAPITAO TEMUDO,0,,,POR CIMA DO VIADUTO  SNT PINA,VIADUTO CAPITAO TEMUDO,,POR CIMA DO VIADUTO  SNT PINA,CABANGA,COLISÃO TRASEIRA,ENTRE AUTO E MOTO ( CONDUTOR DO AUTO SE EVADIU DO LOCAL ) C/V,1,1,,,,,,,,2,,,CABANGA,Viaduto,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,,Dupla,Canteiro central,,,,
