data,hora,natureza_acidente,situacao,bairro,endereco,,numero,detalhe_endereco_acidente,complemento,endereco_cruzamento,numero_cruzamento,referencia_cruzamento,bairro_cruzamento,tipo,descricao,auto,moto,ciclom,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3,_id,Protocolo
2018-07-27,14:07:00,COM VÍTIMA,FINALIZADA,,AV CRUZ CABUGA,0,,,PROX. A CASA DA INDUSTRIA  JUNTO AO SEMÁFORO 627,AV CRUZ CABUGA,,PROX. A CASA DA INDUSTRIA  JUNTO AO SEMÁFORO 627,,COLISÃO,COLISÃO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-27,15:19:00,COM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,0,,,EM FRENTE A PRAÇA EÇA DE QUEIROZ,AV VISCONDE DE ALBUQUERQUE,,EM FRENTE A PRAÇA EÇA DE QUEIROZ,MADALENA,COLISÃO,COLISAO COM VITIMA ENVOLVENDO AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-27,21:52:00,COM VÍTIMA,FINALIZADA,AFOGADOS,AV SUL GOV. CID SAMPAIO,0,,LARGO DA PAZ,E/F A POLICLÍNICA AGAMENON MAGALHÃES,LARGO DA PAZ,,E/F A POLICLÍNICA AGAMENON MAGALHÃES,AFOGADOS,COLISÃO COM CICLISTA,ENTRE MOTO E BICICLETA. C/V,,1,,1,,,,,,2,,,,,,,,,,,,,,,,,,
2018-07-28,12:35:00,COM VÍTIMA,FINALIZADA,IPSEP,AV RECIFE,0,,,PROX. AO SEMÁFORO 055  SENTIDO BOA VIAGEM,AV RECIFE,,PROX. AO SEMÁFORO 055  SENTIDO BOA VIAGEM,IPSEP,COLISÃO,COLISÃO COM VITIMA,1,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-28,14:43:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DES JOAO PAES,3,590,,EM FRENTE AO EDF. FORTE DE SANTA CATARINA,RUA DES JOAO PAES,590,EM FRENTE AO EDF. FORTE DE SANTA CATARINA,BOA VIAGEM,COLISÃO,DOIS AUTOS,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-28,17:44:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ARQUITETO LUIZ NUNES,3,375,,,RUA ARQUITETO LUIZ NUNES,375,,IMBIRIBEIRA,COLISÃO,COLISÃO COM VÍTIMA  ENVOLVENDO 2 MOTOCICLETAS.,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-29,13:11:00,COM VÍTIMA,FINALIZADA,VASCO DA GAMA,RUA ALTO DO EUCALIPTO,3,202,,PROXIMO AO SUPERMECADO RENDE MAIS,RUA ALTO DO EUCALIPTO,202,PROXIMO AO SUPERMECADO RENDE MAIS,VASCO DA GAMA,COLISÃO COM CICLISTA,COM VÍTIMA,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-29,20:57:00,COM VÍTIMA,FINALIZADA,RECIFE,C DO APOLO,0,,,EM FRENTE AO PREDIO DA POLICIA FEDERAL,CAIS DO APOLO,,EM FRENTE AO PREDIO DA POLICIA FEDERAL,BAIRRO DO RECIFE,CHOQUE,CHOQUE  SEGUIDO DE TOMBAMENTO  C/VITIMA,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,01:39:00,VÍTIMA FATAL,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,0,,,ENF AO CLUBE OFICIAIS DA AERONAUTICA,AV BOA VIAGEM,,ENF AO CLUBE OFICIAIS DA AERONAUTICA,BOA VIAGEM,COLISÃO,TITAN 150 X ONIX PRETO,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,
2018-07-30,02:30:00,COM VÍTIMA,FINALIZADA,RECIFE,C DO APOLO,3,321,,EM FRENTE AO POSTO BRT DO CAIS DO APOLO // PRÓX AO BANCO DO BRASIL,CAIS DO APOLO,321,EM FRENTE AO POSTO BRT DO CAIS DO APOLO // PRÓX AO BANCO DO BRASIL,BAIRRO DO RECIFE,CHOQUE,VEÍCULO CHOCOU-SE CONTRA O POSTE,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,07:06:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,,,E/F AO HOSPITAL PORTUGUES S/T OLNDA,AV GOVERNADOR AGAMENON MAGALHAES,,E/F AO HOSPITAL PORTUGUES S/T OLNDA,DERBY,ATROPELAMENTO,ATROPELAMENTO DE MOTO COM PEDESTRE,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,08:11:00,COM VÍTIMA,FINALIZADA,RECIFE,AV ALFREDO LISBOA,0,,,E/F AO MUSEU CAIS DO SERTÃO,AV ALFREDO LISBOA,,E/F AO MUSEU CAIS DO SERTÃO,BAIRRO DO RECIFE,COLISÃO,COM UMA VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,10:28:00,COM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,0,,,SEMÁFORO 137,AV HERCULANO BANDEIRA,,SEMÁFORO 137,PINA,COLISÃO,COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,12:17:00,COM VÍTIMA,FINALIZADA,JAQUEIRA,RUA LEONARDO BEZERRA CAVALCANTE,3,300,,EM FRENTE AO EDIFICIO ESTAÇÃO JAQUEIRA,RUA LEONARDO BEZERRA CAVALCANTE,300,EM FRENTE AO EDIFICIO ESTAÇÃO JAQUEIRA,JAQUEIRA,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,14:46:00,COM VÍTIMA,FINALIZADA,ILHA DO LEITE,AV LINS PETIT,0,,,EM FRENTE AO HOSPITAL ILHA DO LEITE,AV LINS PETIT,,EM FRENTE AO HOSPITAL ILHA DO LEITE,ILHA DO LEITE,COLISÃO,COLISAO COM VITIMA ENTRE AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,18:04:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,4,4530,,EM FRENTE AO CASTELINHO,AV BOA VIAGEM,4530,EM FRENTE AO CASTELINHO,BOA VIAGEM,ATROPELAMENTO,A VT31 ESTAVA EM FISCALIZAÇÃO QUANDO SE DEPAROU COM UM ATROPELAMENTO. A MESMA INICIOU O ATENDIMENTO.,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-30,23:03:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,,EM FRENTE A DROGA MARIA/SEMAFORO 422,AV ENGENHEIRO ABDIAS DE CARVALHO,,EM FRENTE A DROGA MARIA/SEMAFORO 422,CORDEIRO,COLISÃO,DOIS AUTOS C/V,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-31,00:10:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA DA CONCORDIA,3,S/N,,RUA SÃO JOÃO,RUA DA CONCORDIA,S/N,RUA SÃO JOÃO,SÃO JOSÉ,COLISÃO,NO CRUZAMENTO,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-31,07:55:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,0,,,EM FRENTE A 7 DIVISÃO DO EXERCITO- 21 CSM,AV CRUZ CABUGA,,EM FRENTE A 7 DIVISÃO DO EXERCITO- 21 CSM,SANTO AMARO,COLISÃO,COLISÃO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-31,11:33:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,0,,,AO LADO DA IGREJA DA SÉ  PROX. A MATERNIDADE BANDEIRA FILHO,RUA SAO MIGUEL,,AO LADO DA IGREJA DA SÉ  PROX. A MATERNIDADE BANDEIRA FILHO,AFOGADOS,COLISÃO COM CICLISTA,ONIBUS E CILISTA,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,
2018-07-31,14:31:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,AV GENERAL SAN MARTIN,0,,,PROX. A PRAÇA DE SAN MARTIN,AV GENERAL SAN MARTIN,,PROX. A PRAÇA DE SAN MARTIN,SAN MARTIN,COLISÃO COM CICLISTA,O PEDESTRE ESTAVA DE BICICLETA,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-07-31,15:36:00,COM VÍTIMA,FINALIZADA,SAN MARTIN,RUA VINTE E DOIS DE ABRIL,0,,,PROX. A IMPRELL  SENTIDO DO TERMINAL DE ONIBUS PARA A IMPRELL,RUA VINTE E DOIS DE ABRIL,,PROX. A IMPRELL  SENTIDO DO TERMINAL DE ONIBUS PARA A IMPRELL,SAN MARTIN,ATROPELAMENTO,VITIMA ESTAVA A PÉ  UMA SENHORA,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-01,07:05:00,COM VÍTIMA,FINALIZADA,MADALENA,AV VISCONDE DE ALBUQUERQUE,3,836,,PRAÇA EÇA DE QUEIROZ,AV VISCONDE DE ALBUQUERQUE,836,PRAÇA EÇA DE QUEIROZ,MADALENA,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-01,18:30:00,COM VÍTIMA,FINALIZADA,RECIFE,AV MILITAR,0,,,ENTRE A PREFEITURA E O POSTO SHELL  SNT SUB / ANTES DA PTE DO LIMOEIRO,AV MILITAR,,ENTRE A PREFEITURA E O POSTO SHELL  SNT SUB / ANTES DA PTE DO LIMOEIRO,BAIRRO DO RECIFE,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,11:22:00,COM VÍTIMA,FINALIZADA,RECIFE,AV MILITAR,0,,,PONTE DO LIMOEIRO,AV MILITAR,,PONTE DO LIMOEIRO,BAIRRO DO RECIFE,COLISÃO,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,11:28:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA MUNIZ TAVARES,0,,,ONIBUS PER1746 EMPRESA TRANSCOL,RUA MUNIZ TAVARES,,ONIBUS PER1746 EMPRESA TRANSCOL,ESPINHEIRO,ATROPELAMENTO,ONIBUS E PEDESTRE,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,12:12:00,COM VÍTIMA,FINALIZADA,PARNAMIRIM,AV FLOR DE SANTANA,0,,RUA AMARO LAFAIETE,CRUZ COM RUA AMARO LAFAIETE,AV FLOR DE SANTANA,,CRUZ COM RUA AMARO LAFAIETE,PARNAMIRIM,COLISÃO,COLISA~ENTRE AUTO E MOTO,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,12:59:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO RIACHUELO,0,,RUA GERVASIO PIRES,CRUZAMENTO DO HOSPITAL DO EXERCITO/SEMAFORO 175,RUA DO RIACHUELO,,CRUZAMENTO DO HOSPITAL DO EXERCITO/SEMAFORO 175,BOA VISTA,COLISÃO,MOTO E AUTOS C/V,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,13:27:00,COM VÍTIMA,FINALIZADA,ESTANCIA,RUA JOAO TEIXEIRA,3,137,,PROX. AO COLEGIO VISÃO  SENTIDO CIDADE,RUA JOAO TEIXEIRA,137,PROX. AO COLEGIO VISÃO  SENTIDO CIDADE,ESTÂNCIA,COLISÃO COM CICLISTA,COLISÃO COM VITIMA,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,14:10:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV FERNANDO SIMOES BARBOSA,0,,,EM FRENTE AO EDIFICIL SAINTPAUL 348/PROX A CADEMIA BOYTECH,AV FERNANDO SIMOES BARBOSA,,EM FRENTE AO EDIFICIL SAINTPAUL 348/PROX A CADEMIA BOYTECH,BOA VIAGEM,COLISÃO,MOTO E DOIS AUTOS C/V,2,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-02,20:48:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,0,,,SEMÁFORO 646 / E/F A FUNDAÇÃO JOAQUIM NABUCO,AV DEZESSETE DE AGOSTO,,SEMÁFORO 646 / E/F A FUNDAÇÃO JOAQUIM NABUCO,CASA FORTE,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,07:24:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,0,,,E/F AO SUPERMERCADO EXTRA,AV CAXANGA,,E/F AO SUPERMERCADO EXTRA,IPUTINGA,CHOQUE,ACIDENTE DE PERCURSO SEGUIDO DE CHOQUE. COM UMA VÍTIMA. VEÍCULO FOI TRANCADO POR UM VEÍCULO NA VIA  QUE EVADIU-SE EM SEGUIDA- MOTOQUEIRO PERDEU O CONTROLE CAINDO E CHOCANDO CONTRA O CANTEIRO CENTRAL.,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,08:29:00,COM VÍTIMA,FINALIZADA,SAO JOSE,RUA IMPERIAL,0,,RUA DO PEIXOTO,COM A RUA DO PEIXOTO  EM FRENTE A IGREJA MATRIZ DE SAO JOSE,RUA IMPERIAL,,COM A RUA DO PEIXOTO  EM FRENTE A IGREJA MATRIZ DE SAO JOSE,SÃO JOSÉ,COLISÃO,DOIS AUTOS,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,11:40:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,0,,,AO LADO DA EMERGENCIA PEDIATRICA DA UNIMED  SENT. BOA VIAGEM,AV GOVERNADOR AGAMENON MAGALHAES,,AO LADO DA EMERGENCIA PEDIATRICA DA UNIMED  SENT. BOA VIAGEM,DERBY,COLISÃO,DUAS MOTOS,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,12:15:00,COM VÍTIMA,FINALIZADA,ESPINHEIRO,RUA SAO SALVADOR,2,24,,,RUA SAO SALVADOR,24,,ESPINHEIRO,COLISÃO,COM VÍTIMA,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,12:19:00,COM VÍTIMA,FINALIZADA,GRACAS,RUA ESMERALDINO BANDEIRA,3,178,,RUA AMELIA PRIMEIRA A DIREITA PROX A CASA DOS FRIOS,RUA ESMERALDINO BANDEIRA,178,RUA AMELIA PRIMEIRA A DIREITA PROX A CASA DOS FRIOS,GRAÇAS,COLISÃO,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,13:21:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,4,2829,,SENTIDO CIDADE   EM FRENTE AO HOSPITAL JORGE MEDEIROS,AV NORTE,2829,SENTIDO CIDADE   EM FRENTE AO HOSPITAL JORGE MEDEIROS,ENCRUZILHADA,COLISÃO,COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-03,20:14:00,COM VÍTIMA,FINALIZADA,TORROES,RUA OCIDENTAL,0,,,PRÓX AO TERMINAL DE ÔNIBUS SITIO DAS PALMEIRAS / E/F AO ARMAZÉM JC,RUA OCIDENTAL,,PRÓX AO TERMINAL DE ÔNIBUS SITIO DAS PALMEIRAS / E/F AO ARMAZÉM JC,TORRÕES,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-03,23:54:00,COM VÍTIMA,FINALIZADA,AFLITOS,AV CONSELHEIRO ROSA E SILVA,4,1749,,SEMAFORO 522 EM FRENTE AO PONTO DO AÇAI,AV CONS ROSA E SILVA,1749,SEMAFORO 522 EM FRENTE AO PONTO DO AÇAI,AFLITOS,CHOQUE,AUTO E SEMAFORO 522,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,08:02:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA ISAAC BURIL,2,24,RUA BRG ANTONIO DE SAMPAIO,COM A RUA BRG. ANTONIO DE SAMPAIO  PROX. AO INSTITUTO BRENNAND,RUA ISAAC BURIL,24,COM A RUA BRG. ANTONIO DE SAMPAIO  PROX. AO INSTITUTO BRENNAND,VÁRZEA,COLISÃO,AUTO E MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,10:15:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DOS NAVEGANTES,0,,RUA CEL BENEDITO CHAVES,COM A RUA CORONEL BENEDITO CHAVES,RUA DOS NAVEGANTES,,COM A RUA CORONEL BENEDITO CHAVES,BOA VIAGEM,COLISÃO,DOIS AUTOS,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,11:39:00,COM VÍTIMA,FINALIZADA,AFOGADOS,RUA SAO MIGUEL,0,,,EM FRENTE AO RESTAURANTE BODE DO NÔ,RUA SAO MIGUEL,,EM FRENTE AO RESTAURANTE BODE DO NÔ,AFOGADOS,ACID. DE PERCURSO,COLISÃO COM VÍTIMA (DE ACORDO COM O CONDUTOR DA MOTOCICLETA  O CONDUTOR DO SEGUNDO VEÍCULO ENVOLVIDO  EVADIU-SE).,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,14:46:00,COM VÍTIMA,FINALIZADA,AFLITOS,AV CONSELHEIRO ROSA E SILVA,0,,,LOGO APOS O CLUBE NALTICO CAPIBARIBE,AV CONS ROSA E SILVA,,LOGO APOS O CLUBE NALTICO CAPIBARIBE,AFLITOS,ATROPELAMENTO,ATROPELAMENTO ENTRE AUTO E PEDESTRE,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,14:51:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,0,,,EM FRENTE A FACIPE/ SENTIDO CAMARAGIBE,AV CAXANGA,,EM FRENTE A FACIPE/ SENTIDO CAMARAGIBE,IPUTINGA,COLISÃO,COLISÃO COM VÍTIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,20:12:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,0,,RUA PROF MARIO DE CASTRO,SEMAFORO 158 CRUZAMENTO COM A RUA PROF MARIO DE CASTRO,RUA VISCONDE DE JEQUITINHONHA,,SEMAFORO 158 CRUZAMENTO COM A RUA PROF MARIO DE CASTRO,BOA VIAGEM,COLISÃO,HONDA CIVIC X MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-04,20:44:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA VALE DO SIRIJI,3,138,,NA LADEIRA DO R7 DEPOIS DOS HOTEIS,RUA VALE DO SIRIJI,138,NA LADEIRA DO R7 DEPOIS DOS HOTEIS,VÁRZEA,COLISÃO,FIAT UNO X MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-05,06:49:00,COM VÍTIMA,FINALIZADA,CORDEIRO,RUA GOMES TABORDA,4,1247,,E/F AO ARMAZÉM PHIEL,RUA GOMES TABORDA,1247,E/F AO ARMAZÉM PHIEL,CORDEIRO,COLISÃO,COM VITIMA.,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-05,11:27:00,COM VÍTIMA,FINALIZADA,BOMBA DO HEMETERIO,COR DO BARTOLOMEU,2,52,,EM FRENTE A KATIA ADESIVO,COR DO BARTOLOMEU,52,EM FRENTE A KATIA ADESIVO,BOMBA DO HEMETÉRIO,COLISÃO,MOTO E AUTO,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-05,15:47:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ANTONIO FALCAO,3,301,,EM FRENTE AO RESIDENCIAL LE PARC,RUA ANTONIO FALCAO,301,EM FRENTE AO RESIDENCIAL LE PARC,IMBIRIBEIRA,COLISÃO,COLISÃO COM VÍTIMA  MOTO E AUTO,1,1,,,,,,,,2,,,,,,,,,,,,,,,,,,
2018-08-05,23:46:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA MAURICIO DE NASSAU,3,291,,PROX A PADARIA ATLANTICA,RUA MAURICIO DE NASSAU,291,PROX A PADARIA ATLANTICA,IPUTINGA,COLISÃO,AUTO E MOTO C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,10:28:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,0,,,EM FRENTE AO WALMART SENT/PRAZERES  FAIXA DA ESQUERDA,AV ENGENHEIRO DOMINGOS FERREIRA,,EM FRENTE AO WALMART SENT/PRAZERES  FAIXA DA ESQUERDA,BOA VIAGEM,COLISÃO,COM UMA VITIMA  BOMBEIROS NO LOCAL CTTU NO LOCAL,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,16:09:00,COM VÍTIMA,FINALIZADA,AFOGADOS,EST DOS REMEDIOS,4,1030,,E/F A TRASPORTADORA PONTUAL,EST DOS REMEDIOS,1030,E/F A TRASPORTADORA PONTUAL,AFOGADOS,COLISÃO COM CICLISTA,CICLISTA COLIDIU COM ALTO,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,16:24:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,0,,,EM FRENTE A FACULDADE SANTA HELENA,AV CAXANGA,,EM FRENTE A FACULDADE SANTA HELENA,IPUTINGA,COLISÃO,COLISÃO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,17:29:00,COM VÍTIMA,FINALIZADA,TORRE,RUA REAL DA TORRE,0,,,ANTES DA ENTRADA DO TUNEL DA ABOLIÇÃO NO SEMAFORO 361,RUA REAL DA TORRE,,ANTES DA ENTRADA DO TUNEL DA ABOLIÇÃO NO SEMAFORO 361,TORRE,COLISÃO,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,19:10:00,COM VÍTIMA,FINALIZADA,FUNDAO,RUA GERONCIO FALCAO,2,63,,AO LADO DA IGREJA BATISTA DO FUNDAO,RUA GERONCIO FALCAO,63,AO LADO DA IGREJA BATISTA DO FUNDAO,FUNDÃO,CHOQUE,CHOAUTO X MOTO,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-06,20:34:00,COM VÍTIMA,FINALIZADA,TORRE,RUA DOM MANOEL DA COSTA,0,,,E/F AO COLÉGIO MUNICIPAL PAROQUIAL CRISTO REI,RUA DOM MANOEL DA COSTA,,E/F AO COLÉGIO MUNICIPAL PAROQUIAL CRISTO REI,TORRE,COLISÃO,ENTRE MOTO E VT. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-07,09:17:00,COM VÍTIMA,FINALIZADA,PRADO,RUA CARLOS GOMES,0,,,AO LADO DO BAILE PERFUMADO,RUA CARLOS GOMES,,AO LADO DO BAILE PERFUMADO,PRADO,COLISÃO,COM UMA VITIMA CTTU NO LOCAL VT 24 VAI FAZER O B.O,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-07,09:02:00,COM VÍTIMA,FINALIZADA,BOA VISTA,AV CONDE DA BOA VISTA,0,,,ENM FRENTE A FACULDADE SAO MIGUEL / SENT SUB,AV CONDE DA BOA VISTA,,ENM FRENTE A FACULDADE SAO MIGUEL / SENT SUB,BOA VISTA,ATROPELAMENTO,ONIIBUS E PEDESTRE,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,
2018-08-07,14:07:00,COM VÍTIMA,FINALIZADA,VARZEA,RUA VALE DO SIRIJI,4,2050,RUA DODRIGO DELAMARE,CRUZAMENTO COM A RUA RODRIGO DELAMARE,RUA VALE DO SIRIJI,2050,CRUZAMENTO COM A RUA RODRIGO DELAMARE,VÁRZEA,COLISÃO COM CICLISTA,COM VÍTIMA,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-07,17:49:00,COM VÍTIMA,FINALIZADA,IPUTINGA,RUA BARAO DA SOLEDADE,2,42,,POR TRÁS DO CONDOMÍNIO ABENÇOADA POR DEUS / AO LADO DA COBAL DO CARDOSO,RUA BARAO DA SOLEDADE,42,POR TRÁS DO CONDOMÍNIO ABENÇOADA POR DEUS / AO LADO DA COBAL DO CARDOSO,IPUTINGA,COLISÃO,ENTRE AUTO E MOTO ( CONDUTOR DA MOTO EM QUESTÃO  APRESENTA EMBRIAGUEZ E SEGUNDO AS INFO  O MESMO TENTOU SEM SUCESSO SE INVADIR DO LOCAL ) C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-08,08:15:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,0,,,EM FRENTE A GRILLO FLORES,AV MARECHAL MASCARENHAS DE MORAES,,EM FRENTE A GRILLO FLORES,IMBIRIBEIRA,COLISÃO,DUAS MOTOCICLETAS  COM VÍTIMA.,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-08,08:52:00,COM VÍTIMA,FINALIZADA,CAXANGA,AV CAXANGA,0,,,EM FRENTE AO TERMINAL INTEGRADO  SOB O SEMÁFORO 262.,AV CAXANGA,,EM FRENTE AO TERMINAL INTEGRADO  SOB O SEMÁFORO 262.,CAXANGÁ,ACID. DE PERCURSO,MOTOCICLISTA CAIU DA MOTO.,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-08,11:44:00,COM VÍTIMA,FINALIZADA,COELHOS,LGO DOS COELHOS,2,84,,,LGO DOS COELHOS,84,,COELHOS,ATROPELAMENTO,ATROPELAMENTO / CRIANÇA,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-08,20:39:00,COM VÍTIMA,FINALIZADA,PRADO,AV ENGENHEIRO ABDIAS DE CARVALHO,0,,,PRÓX À HABBIBS // SEMÁFORO 132,AV ENGENHEIRO ABDIAS DE CARVALHO,,PRÓX À HABBIBS // SEMÁFORO 132,PRADO,COLISÃO,ENTRE AUTO E MOTO. C/V,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
2018-08-09,07:54:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,3,417,,SENTIDO AFOGADOS EM FRENTE A LOJA FLOR ARTE,AV MARECHAL MASCARENHAS DE MORAES,417,SENTIDO AFOGADOS EM FRENTE A LOJA FLOR ARTE,IMBIRIBEIRA,COLISÃO,COLISÃO COM VITIMA A ESPERA DO SAMU,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
2018-08-09,08:14:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,AV NORTE MIGUEL ARRAES DE ALENCAR,0,,,SENTIDO CIDADE EM FRENTE A LOJA JACAUNA,AV NORTE,,SENTIDO CIDADE EM FRENTE A LOJA JACAUNA,ENCRUZILHADA,COLISÃO,COLISÃO COM VITIMA,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
